memory_usage_pct,sufficient_memory
1.496983762,0
1.360892854,0
1.020676941,0
1.837212653,0
1.565027592,0
1.633081158,0
1.769168821,0
1.633081158,0
1.633081158,0
2.041363615,0
1.156758114,0
0.340219157,0
5.03535385,0
4.627077882,0
2.109387979,0
0.816525978,0
0.204131495,0
0.476306821,0
1.701128234,0
1.769165577,0
2.72180842,0
4.899262942,0
1.633071424,0
0.612394484,0
1.224798701,0
1.905259728,0
0.952633109,0
2.789839272,0
1.292849022,0
5.171438269,0
2.653758099,0
1.224798701,0
1.156751625,0
1.224818169,0
1.565034082,0
0.612394484,0
0.136087663,0
2.857902572,0
4.082711007,0
1.496987005,0
0.952633109,0
1.292852267,0
1.769165577,0
2.109400957,0
0.680438315,0
1.837222387,0
2.925939914,0
1.088704549,0
2.24549511,0
0.408266234,0
0.88456981,0
1.633071424,0
0.544350652,0
1.42893993,0
2.653761344,0
27.21817505,0
34.63514412,0
28.91932923,0
26.8779494,0
25.58510038,0
19.12076441,0
16.67113132,0
26.74185849,0
85.66927343,1
54.70857409,0
24.08808092,0
10.81921256,0
13.60906805,0
9.730485298,0
10.20679861,0
3.470313279,0
0.204131495,0
0.544350652,0
0.204131495,0
78.342,1
0.408262989,0
0.408262989,0
0.408262989,0
0.816525978,0
1.42893993,0
0.408262989,0
1.020657473,0
1.020657473,0
1.224798701,0
1.360892854,0
1.701115256,0
0.816535712,0
0.204131495,0
98.237,1
0.408262989,0
0.204131495,0
0.612394484,0
0.612394484,0
0.612404218,0
0.612394484,0
0.408262989,0
98.3561,1
79.6754,1
0.068043832,0
0.204131495,0
0.816525978,0
0.612394484,0
0.408262989,0
86.456,1
0.272175326,0
0.204131495,0
1.22481168,0
1.224808435,0
0.74849837,0
0.612404218,0
0.272175326,0
0.340219157,0
0.47107268,0
0.408262989,0
90.235,1
84.453,1
0.874870121,0
1.020678331,0
99.2,1
0.408262989,0
1.633081158,0
0.340219157,0
79.437,1
94.743,1
0.816525978,0
0.816525978,0
0.136087663,0
88.321,1
81.32,1
0.204131495,0
0.801955586,0
0.801945157,0
0.204131495,0
0.680438315,0
1.15675487,0
0.952613641,0
1.088711038,0
0.544350652,0
0.364520526,0
0.136087663,0
76.321,1
0.204131495,0
1.020657473,0
1.020657473,0
1.020667902,0
0.364520526,0
83.4,1
1.22480519,0
0.816535712,0
2.916223307,0
2.109394468,0
0.544350652,0
93.4,1
0.408262989,0
0.437424631,0
1.088714283,0
1.020667207,0
1.292855511,0
1.020657473,0
1.428930196,0
0.272175326,0
0.748495125,0
0.408272723,0
95.321,1
0.408272723,0
1.156764604,0
0.068043832,0
0.544350652,0
0.340219157,0
0.816525978,0
0.816525978,0
97.348,1
1.42893993,0
4.082720741,0
2.381579528,0
3.946616855,0
2.041353881,0
0.408262989,0
1.428949664,0
1.360896098,0
1.224798701,0
7.961306743,0
12.65643495,0
5.51166716,0
2.721805174,0
1.633071424,0
1.360896098,0
0.612404218,0
0.612394484,0
0.408262989,0
1.633081158,0
87.342,1
1.769159087,0
1.42893993,0
1.701115256,0
7.348889546,0
4.286858725,0
0.816525978,0
0.204131495,0
1.224798701,0
1.020667207,0
1.224808435,0
1.428936685,0
9.59439439,0
4.627074638,0
6.328202872,0
2.041344147,0
1.020657473,0
0.612394484,0
87.238,1
98.7,1
0.680438315,0
0.612394484,0
2.381573038,0
2.449626604,0
79.45,1
0.748482147,0
3.606387963,0
8.57371745,0
1.224808435,0
1.020657473,0
0.816525978,0
86.852,1
77.8,1
0.068043832,0
0.816525978,0
7.008670389,0
3.198124974,0
3.470293811,0
0.816535712,0
0.204131495,0
1.769165577,0
1.020667207,0
0.544363631,0
13.5410372,0
4.286848991,0
3.402262958,0
1.224808435,0
86.321,1
0.408262989,0
1.088711038,0
0.816538957,0
2.585720757,0
0.544350652,0
96.341,1
91.321,1
80,1
0.204131495,0
94.872,1
1.97330356,0
1.224798701,0
0.680448049,0
0.408262989,0
0.408262989,0
3.062030822,0
24.29223189,0
18.03202418,0
35.79191845,0
32.11746395,0
33.07010355,0
32.04942984,0
17.35157288,0
13.33688948,0
12.11207456,0
10.54703074,0
